ID,Name,Price,Location,Rating,Reviews,Type,Images,Pool,Gym,Spa
87,Hotel No 87,Rs 1000,Birgunj,5,Bad: The room rate was terrible we had a Booking.com rate that was not honoured it soured the stay and was a big difference. We to date have no explanation!. Good: Location,luxury suite,Room13.jpg,NO,NO,NO
88,Hotel No 88,Rs 3500,Bharatpur,5,Bad: Had a couple of glitches getting the room serviced but otherwise very friendly and helpful staff. Good: Great location. Nice rooms with exceptionally comfortable bed.,family room,Room8.jpg,YES,YES,NO
89,Hotel No 89,Rs 1000,Bharatpur,5,Good: A fun place to stay with great staff and lots going on in and around the hotel.,deluxe hotel room,Room15.jpg,YES,NO,YES
90,Hotel No 90,Rs 1500,Lalitpur,4,Would be nice if the duvet were in a duvet cover as I just get tangled between the flat sheets and the comforter Gym could really do with some more variety in terms of machinery - Its impossible to do much leg work as there is no squat rack with a bar - or even a smith machine which has multiple purposes Super helpful staff 24/7 - very accommodating of my unusual hours Room service menu is amazing Views are amazing Cerise Bar on the roof is epic and the bartenders are amazing I will be coming back and SOON!,standard room,Room9.jpg,NO,YES,NO
91,Hotel No 91,Rs 2000,Kathmandu,3,Bad: The hotel is next to train tracks so there is some noise from that pretty often but it's really not so bad and you kind of have to expect some noise when you're staying at a hotel that's literally in the middle of the city. Good: Very tech friendly as the hotel has its own smartphone app which allows you to order room service and control the thermostat among other things. The staff is very friendly and accommodating. The room is designed very well. Also the price of the mini bar items are actually reasonable.,junior suite room,Room7.jpg,NO,YES,YES
92,Hotel No 92,Rs 2000,Lalitpur,3,Bad: Loved everything about Virgin Hotel. Good: First and foremost the staff - just wonderful. Friendly and very patient with all the enquiries we made! And we were there for the historic parade to celebrate the Chicago Cubs World Series win and the icing on the cake was another historic win - Ireland beating the All Blacks after 111 years!,deluxe hotel room,Room1.jpg,NO,NO,YES
93,Hotel No 93,Rs 3500,Birgunj,4,"Bad: A little sticker shock with 65/night valet parking, but I hadn't done my research for cheaper options, so not a big deal. Good: Super hip and definitely a young techy vibe, but everyone was friendly and helpful. Room was as described and very spacious for the location and price. Even though it is right at the corner of the L Tracks, sound wasn't a problem. Exactly what was needed!",luxury suite,Room13.jpg,NO,NO,NO
94,Hotel No 94,Rs 3500,Birgunj,4,"Bad: Everything was great. Good: Superior experience. Loved everything about this hotel. Very comfortable, well thought out and fun arrangement of the room, great shower and products, good restaurants, wonderful roof bar. Looking forward to the next visit!",standard deluxe,Room2.jpg,NO,NO,YES
95,Hotel No 95,Rs 3000,Kathmandu,2,"Bad: We were on the 9th floor and slept really well but could hear the metro. Earplugs are supplied which were useful to my husband. There were two tvs in our one bedroom suite but only one remote control - odd when we wanted to watch two different shows. Good: Absolutely perfect location in Chicago, within one block of the metro, walking distance to most of the top areas to visit and very good restaurants. Very comfortable room and bed, neat layout for the closet and vanity, wonderful shower, cool design features (Vespa chair, red fridge, furniture).",junior suite room,Room14.jpg,NO,YES,YES
96,Hotel No 96,Rs 3500, Pokhara,5,"Bad: Intermittent barking dog!. Good: Spacious suite, recommend end room on high floor",deluxe hotel room,Room12.jpg,YES,YES,YES
97,Hotel No 97,Rs 2000,Bharatpur,3,"Good: The suite was very well apointed, plenty of room for an inroom breakfast --the bed and bedding were very nice. The staff couldnt be nicer We had a great night on the rooftop deck.... we never left the propertysmall plates a DJ and wonderful views. Ill be back",standard room,Room1.jpg,YES,YES,YES
98,Hotel No 98,Rs 2500,Lalitpur,4,"Bad: A very minor quibble: only one side of the bed had a nightstand. Good: Room design was well thought out and executed, making an average-sized space especially user-friendly for a couple. Also, the room had more power outlets than I've ever seen in a hotel room. Staff was helpful and friendly, second-floor bar was very nice.",luxury suite,Room4.jpg,NO,NO,NO
99,Hotel No 99,Rs 1000,Birgunj,4,Bad: The view. Good: Everything,luxury suite,Room1.jpg,YES,NO,YES
100,Hotel No 100,Rs 1000,Kathmandu,3,"Beds were very comfortable, room amenities perfect. Enjoyed the lobby level coffee shop, roof top bar and happy hour on the 2nd level every evening. A great bonus!",standard deluxe,Room14.jpg,NO,YES,NO
101,Hotel No 101,Rs 2000,Lalitpur,2,"Bad: Timing seemed to be off. Had to wait a very long time for breakfast, longer than people who had come in after us. Had to wait a very long time for the valet to bring our car, seemed to be some kind of communication issue. They were nice about it, and so were we, but it seemed to be a theme, which was a bit of a disappointment. Good: Nicely appointed room, great location.",standard room,Room14.jpg,NO,YES,NO
102,Hotel No 102,Rs 3500,Bharatpur,2,"Good: I loved the quirkiness and style of the hotel. The staff were so friendly and accommodating. The drinks at the bar were top notch and the price for the location was unbeatable. And the bed, the bed was perfect. I slept like a baby.",family room,Room2.jpg,NO,NO,YES
103,Hotel No 103,Rs 3000,Kathmandu,5,Bad: I was supposed to get a room with two beds and ended up with a room with one full bed for me and my husband.it was very small!.,family room,Room4.jpg,NO,NO,NO
104,Hotel No 104,Rs 3500,Kathmandu,2,Staff weren't helpful and no one tried to come and clean our room on several nights. Rooms were very small. Good location,luxury suite,Room10.jpg,NO,NO,NO
105,Hotel No 105,Rs 1500,Biratnagar,3,Bad: Cost of the valet. Good: Location to the garden,standard room,Room15.jpg,NO,NO,YES
106,Hotel No 106,Rs 1000,Kathmandu,3,"Bad: (Valet) parking is expensive. Room was a bit small. Good: Very pleasant experience. The room was good, clean and had a rich minibar. Very nice bar/restaurant/breakfast accomodation. Personell (we were helped by luckas) was extraordinary kind and helpful.",standard room,Room4.jpg,NO,YES,NO
107,Hotel No 107,Rs 1000,Lalitpur,5,Good: Beautiful rooms and amenities - L'occitane products. The restaurant Finch great food and amazing bar. Loved the Boxer,luxury suite,Room9.jpg,YES,YES,NO
108,Hotel No 108,Rs 1000,Birgunj,5,Great location. Extremely comfortable bed and pillows. Wonderful friendly staff.,luxury suite,Room8.jpg,YES,YES,YES
109,Hotel No 109,Rs 1500,Biratnagar,2,"Good: The room was very comfortable, great for a couple. We had a wonderful time, it was very conveniently located to the TD Garden, which is where we were attending a concert. It was also very close to the North End and Faneuil hall, which is a great area to visit for food options that are very plentiful.",deluxe hotel room,Room11.jpg,NO,NO,NO
110,Hotel No 110,Rs 1500,Bharatpur,4,the breakfast at 17 bucks was a bit of disgrace. it is a particular building.,junior suite room,Room7.jpg,YES,YES,YES
111,Hotel No 111,Rs 3500,Bharatpur,4,"Bad: We had booked 2 rooms for our 3 night Boston trip - King Room for us and a Double Double (ie with 2 double beds) for our teenagers. I booked this in December for our July visit. I emailed twice before arrival to request that the rooms were close by (on the same floor) and both times got no reply - and that should have alerted me and to be honest sums up 'Boxer Customer Service'. On arrival we were told that there were no rooms available with 2 beds, the guy on reception seemed clueless how to help us. Our teenagers were supposedly 'upgraded' to a suite where my son had to sleep on a sofa / pull out bed (or share a King size bed with his sister). Totally unacceptable - I booked these rooms 6 months in advance. All in all we had interactions with 4 different staff members (including someone from Accounts who had to process a compensation refund) and at no time did either my wife nor I feel like the Customer . . . . you know the kind The PAYING Customer! So in terms of Comfort score - low because my son was on a sofa bed for 3 nights. In terms of Value for Money - low 1800 and my 16 year old son gets a sofa bed In terms of Staff score - low because they are in serious need of some Customer Service training. Good: The Boxer in Boston SHOULD be a fantastic hotel - it's a great building, location is excellent (we were able to explore everything that Boston has to offer from there), rooms are a good size but overall our stay was not as good as it should have been. Came away from our 3 night stay (planned and booked 6 months earlier) just feeling like we had been let down . . . .",junior suite room,Room14.jpg,NO,NO,YES
112,Hotel No 112,Rs 3500,Kathmandu,3,Bad: poor room comfort no room for clothes very old bath accesories high price.,family room,Room13.jpg,YES,YES,NO
113,Hotel No 113,Rs 2500,Kathmandu,3,"Good: The whole 5 day experience at the hotel was superb- the room,staff and location were all perfect- thank you The Boxer second time staying with you and all requirements were met.",junior suite room,Room12.jpg,YES,YES,YES
114,Hotel No 114,Rs 2000,Biratnagar,4,The location,standard room,Room15.jpg,NO,NO,NO
115,Hotel No 115,Rs 1500,Kathmandu,2,Bad: Parking a little expensive.. Good: Close to TD Garden,standard room,Room6.jpg,YES,NO,NO
116,Hotel No 116,Rs 3500,Lalitpur,5,Fitness center small and not well equipped. Good location.,deluxe hotel room,Room15.jpg,NO,NO,NO
117,Hotel No 117,Rs 2000,Bharatpur,2,Bad: Nothing. Good: The hotel was simply excellent. The coolest hotel I have ever stayed!,deluxe hotel room,Room9.jpg,NO,NO,NO
118,Hotel No 118,Rs 1500,Kathmandu,4,"I didn't like the size of the rooms, not as big as I thought they would be. I liked the central location to Downtown Boston.",standard deluxe,Room6.jpg,NO,YES,YES
119,Hotel No 119,Rs 3500,Lalitpur,3,"Good: Very quaint hotel, good location, great staff...amazing time!",family room,Room15.jpg,YES,YES,NO
120,Hotel No 120,Rs 1500,Lalitpur,4,"Bad: We had breakfast on two days in the hotel. One day (Sunday) the service was great - the next day it was very poor. While the hotel is quite central, the choice of restaurants very close to the hotel is not good. Good: Front desk staff were friendly and happy to give advice etc. Nice hotel with funky rooms. Room we had was a bit noisy at night - can turn the fridge off but still noise from air con or something else.",luxury suite,Room14.jpg,YES,YES,YES
121,Hotel No 121,Rs 2000,Lalitpur,2,Bad: This is really not a reflection on the hotel but the valet parking does take a long time to retrieve your car. They tell you to allow 30 minutes and you really need to do that. Good: Friendly staff. Clean rooms.,family room,Room4.jpg,NO,YES,NO
122,Hotel No 122,Rs 1500,Birgunj,2,Bad: Paying for parking. Good: Friendly and prompt service.,family room,Room15.jpg,YES,YES,YES
123,Hotel No 123,Rs 2500,Lalitpur,4,"Good: Perfection - beautiful rooms, comfortable beds, great style. Centrally located for all the fun things in downtown Boston.",standard room,Room11.jpg,YES,YES,NO
124,Hotel No 124,Rs 2500,Birgunj,4,"Good: The hotel environment, the staff went above and beyond to make our first trip to Boston better than we expected. Recommendations they made, help with directions, very friendly, didnt feel like a hotel, felt like staying with friends. Comfortable beds, cozy room, great food.",standard deluxe,Room7.jpg,NO,NO,NO
125,Hotel No 125,Rs 2000,Birgunj,3,Bad: Room size. Good: The close proximity to TD garden,deluxe hotel room,Room14.jpg,NO,NO,YES
126,Hotel No 126,Rs 1500,Birgunj,4,Bad: Room was small. Good: Free apples and fruit Infused Water in the lobby. Free bikes.,standard room,Room9.jpg,YES,YES,NO
127,Hotel No 127,Rs 1500,Biratnagar,3,"Good: A marvelous location, very friendly crew, it's clear hotel where you feel you are in Boston!",family room,Room8.jpg,NO,YES,NO
128,Hotel No 128,Rs 1000,Bharatpur,4,Good: Its location.,standard room,Room4.jpg,NO,NO,YES
129,Hotel No 129,Rs 1000,Birgunj,3,Bad: The pull out couch was extremely uncomfortable. Good: Room was great. Staff was friendly and welcoming.,deluxe hotel room,Room12.jpg,YES,NO,NO
130,Hotel No 130,Rs 3000,Biratnagar,4,Room too small and ice machine broke nice too small rooms Free water and apples,standard room,Room7.jpg,NO,NO,YES
131,Hotel No 131,Rs 1000,Bharatpur,2,the bed was very comfortable,family room,Room4.jpg,YES,YES,NO
132,Hotel No 132,Rs 1000, Pokhara,4,"Bad: Sofa bed very uncomfortable. Good: Great restoration of classic building close to sports, shopping and financial district.",standard room,Room8.jpg,NO,YES,NO
133,Hotel No 133,Rs 2000,Biratnagar,3,Bad: Room too small and ice machine broke nice too small rooms. Good: Free water and apples,family room,Room13.jpg,YES,NO,NO
134,Hotel No 134,Rs 3500,Biratnagar,4,"Bad: The pillows were very flat and uncomfortable, and there was no real blanket on the bed!. Good: Location, staff, aesthetics, price.",standard deluxe,Room2.jpg,NO,NO,YES
135,Hotel No 135,Rs 1000,Biratnagar,3,"Bad: I think the hotel could do more to promote the on site restaurant with newly arrived guests. My husband tried it and thought the food was great but if there'd been a deal or something to catch our attention I'm sure we'd have eaten breakfast there both mornings of our stay. I also think that although the space inside the rooms seems to be well used that there are some practical challenges with storage where existing space could be better used for the ease and comfort of guests. Good: Very comfortable beds. Not massive but cosy and we all slept well. The linens were clean and fresh and we enjoyed the L'Occitane products in the bathroom. The staff were friendly, kind and helpful.",deluxe hotel room,Room10.jpg,YES,YES,YES
136,Hotel No 136,Rs 1500, Pokhara,3,Bad: The room lacked hanging space and was quite small. Good: The staff were friendly and helpful. The bar and restaurant were nice,luxury suite,Room7.jpg,NO,YES,YES
137,Hotel No 137,Rs 3000,Birgunj,4,"Bad: The minibar and the heating were noisy, but it didn't really disrupt our sleep. Breakfast was good, but perhaps the avocado toast was a bit small for the price. Good: The staff were all friendly and professional. Our room was clean and warm (it was cold out!) and had everything we needed. The drinks and food were very good, especially the Finch burger and the crab bennies at breakfast. Overall, we really liked the feel of the hotel and would definitely stay again, especially if we were going out of North Station again which is just around the corner.",standard deluxe,Room5.jpg,YES,NO,YES
138,Hotel No 138,Rs 2500,Bharatpur,5,Good: The location was perfect for walking to everything,family room,Room8.jpg,YES,YES,NO
139,Hotel No 139,Rs 2500,Lalitpur,4,"Bad: Shower didn't drain propery, was puddle in shower when we checked in. Someone else's shower water left over, very gross. Good: Very friendly staff.",luxury suite,Room4.jpg,YES,YES,YES
140,Hotel No 140,Rs 1000,Biratnagar,5,Bad: Room servicing late in the day. Good: Great hotel. Friendly staff.,luxury suite,Room7.jpg,NO,NO,YES
141,Hotel No 141,Rs 1000,Biratnagar,5,Nothing Very friendly staff and very helpful,standard deluxe,Room11.jpg,YES,NO,NO
142,Hotel No 142,Rs 1500,Bharatpur,2,Bad: The restaurant was closed for a refurb and as a result we had to eat our breakfast in the lobby on our knees. We had tiny plastic plates and plastic cutlery and a poor food choice . I was not informed by booking.com that this was the case . It was not the service we wanted for 675 dollars for 2 nights!!. Good: The room was good,junior suite room,Room14.jpg,YES,YES,NO
143,Hotel No 143,Rs 2500,Bharatpur,2,"Bad: the room was not very big and a couple more hooks here and there would have been nice to hang coat, towels etc. Good: nice decoration, well located",standard deluxe,Room7.jpg,NO,NO,YES
144,Hotel No 144,Rs 2500,Kathmandu,3,Bad: Just want to say paying 330 for one night would have been nice too get breakfast included in the price. . Good: At least it wasnt too far from TD garden.,standard room,Room6.jpg,NO,NO,NO
145,Hotel No 145,Rs 1000,Bharatpur,5,The bed was uncomfortable It was close walking distance to everything,family room,Room10.jpg,NO,NO,NO
146,Hotel No 146,Rs 1000,Lalitpur,3,"Good: Staff was great, room small but clean and organized well. Location to TD Garden and restaurants awesome.",luxury suite,Room5.jpg,YES,YES,NO
147,Hotel No 147,Rs 1000,Lalitpur,4,Good: Perfect location if you're attending an even at the Garden. Very short walk,deluxe hotel room,Room15.jpg,YES,NO,NO
148,Hotel No 148,Rs 1000,Kathmandu,2,Good: Great location. Extremely comfortable bed and pillows. Wonderful friendly staff.,standard deluxe,Room10.jpg,YES,YES,YES
149,Hotel No 149,Rs 1000, Pokhara,2,Bad: The bed platforms! Perhaps if they were painted white they would become part of the bed and maybe missed a little more! They are now the colour of the carpet - beware!. Good: The staff! Very helpful and welcoming and happy! Loved the L'octaine toiletries. Free bikes were a good idea too but it rained during my visit.,family room,Room6.jpg,NO,NO,NO
150,Hotel No 150,Rs 2500,Lalitpur,3,Bad: Buffet food.,deluxe hotel room,Room4.jpg,NO,NO,YES
151,Hotel No 151,Rs 2000,Kathmandu,3,"Loved this place! If you are looking for a chain hotel, THIS IS NOT for you. If you are looking for different, unique, friendly, fun...then this is it. We chose the little room with Queen bed, no windows..and it was GREAT. Best bed I've slept in while traveling in a long long time. Although there are internal hotel noises every once and a while..it was by no means disturbing or loud. Location was awesome! We mainly hung out on Decatour street/Jackson square/French market..but even bourbon street was a short walk. Hotel staff is very knowledgeable about places to eat and things to do. We didn't drive here so no idea about parking or valet. Staff was extremely friendly. It's just a super little gem in a crazy town.",junior suite room,Room6.jpg,NO,NO,YES
152,Hotel No 152,Rs 3000,Lalitpur,5,"Great hotel. So much more character than staying in one of the big chain hotels. The building was a transformed warehouse, so walls are old brick, floors are resurfaced wood, etc. Very Cool. Super helpful staff. Great coffee shop restaurant downstairs. Definitely will return.",standard room,Room7.jpg,YES,YES,NO
153,Hotel No 153,Rs 3000,Lalitpur,5,Nice hotel with a great restaurant! Only thing that would have been nice to have it a bathtub rather than just a shower.,luxury suite,Room2.jpg,YES,YES,YES
154,Hotel No 154,Rs 3500,Lalitpur,3,"Pros- Great customer service, comfortable beds, clean rooms, fantastic room style/decor and safe area. Cons- no pool, no meals available, just a few pastry type items at the bar/lobby",family room,Room13.jpg,YES,YES,NO
155,Hotel No 155,Rs 2500, Pokhara,2,"The young, hip hotel guests probaby cringed when they saw me schlep my 4, 6, and 8 year olds through the front door and I immediately realized our family was not the hotel's target demographic, but we LOVED this place. As a former New Orleans resident, this is as local as you can get. Compar Lapin was unbelievable and my children could not get enough of their homemade pasta and gnocchi and probably would have gone home with our server, Clare (that is how much they liked her). The head cocktail crafter, Abby, was super friendly and insanely adorable and her staff was extremely talented and helpful. The room was so comfortable my children slept almost two hours past their norm, which was probably appreciated by the majority of guests who had been tearing up their livers the night before. We did not use maid service so my only suggestion would be a little more counter space in the bath and more towels. Other than that, it was perfect.",standard deluxe,Room1.jpg,YES,YES,YES
156,Hotel No 156,Rs 3000, Pokhara,4,"Bad: Better return from the slots!!. Good: Bed excellent, pillows good, shower good with strong flow and hot. Very well maintained public spaces with lots of wood panelling. The piece of the Berlin Wall was quite interesting and all at a very good price.",standard deluxe,Room15.jpg,YES,YES,NO
157,Hotel No 157,Rs 3000,Kathmandu,3,Bad: Thumping music all night long. So loud the windows vibrated.,standard deluxe,Room11.jpg,NO,YES,YES
158,Hotel No 158,Rs 1000,Birgunj,4,Bad: Losing money lol. Good: I like the attitude and service from the staff...i enjoy the atmosphere and the food,standard room,Room6.jpg,NO,YES,NO
159,Hotel No 159,Rs 1000, Pokhara,3,"Good: The staff at the place is extremely friendly.Paradise Restaurant buffet good selection, good food, and reasonable cost.",standard room,Room14.jpg,NO,NO,YES
160,Hotel No 160,Rs 2000,Birgunj,2,"Bad: The room I booked was a non-smoking but when we got to the hotel, the gentleman at the counter said they didn't have any and have not had any available for several days. The guy then said that in order for me to get my money back, I'd have to go through the third party that I booked the room through. Good: Nothing",junior suite room,Room13.jpg,NO,NO,YES
161,Hotel No 161,Rs 1000,Kathmandu,2,Good: HELPFUL STAFF,standard room,Room3.jpg,YES,YES,NO
162,Hotel No 162,Rs 2500,Kathmandu,5,Bad: That the tv would not switch to the input channel. I wasn't able to use the HDMI port on the TV. Good: The company I had with me. Lol,family room,Room9.jpg,NO,YES,YES
163,Hotel No 163,Rs 1000,Bharatpur,2,"Good: Best gambling in Vegas and best comps! Brewery is great, rooms very clean, staff is wonderful. I only stay at Main Street.",standard deluxe,Room12.jpg,YES,YES,YES
164,Hotel No 164,Rs 2000,Biratnagar,4,Bad: I still really hate the cigarette smoke in the casino. But other then that (and all the crazies on the fremont experience at night) its fun and awesome!. Good: Location was perfect for our leisure trip. Free valet parking is always amazing (of course we tipped every time we picked up and dropped off our car!) The amount of things to do on the Fremont Experience is endless! What an awesome experience. Truly the 9th island for Hawaiians like us! We love it!,family room,Room15.jpg,YES,NO,NO
165,Hotel No 165,Rs 1000,Bharatpur,4,"Bad: 1st - PARKING LOT **BAD,BAD,BAD** This is 2017, nobody need driver to parking car, unless you're 85 yrs old (should not even drive). But drivers that steals quarters from your rental car, this is very low. 2nd - They asked a deposit of 100. Because I was planning to get it back, I used a BC and not a CC. On check out I was informed that it will take 1 to 2 days. Should I trust on it 3rd - If you sleep on that room 512 and need a AC on, make sure you are deaf or use to leave near NY freeway. The noise of that machine it's worst than sleep on LV international airport at 9am with your windows car open. Will I stay on this hotel again NEVER. Good: Location, access to shopping, and cleanning",standard deluxe,Room10.jpg,YES,YES,NO
166,Hotel No 166,Rs 3500,Biratnagar,2,"Bad: Dirty and old room. Valet parking is not comfortable. Casino is old and has no roulette. If you have a car, you can stay, cause the price is everything. Good: Pretty cheap for Las Vegas",standard deluxe,Room13.jpg,YES,YES,NO
167,Hotel No 167,Rs 3500,Kathmandu,2,"Bad: The hotel is very tired - could use an update. Now, I understand why such a deal. Can not figure out higher rating given to it overall. Good: Location was in the middle of the Freemont Experience.",luxury suite,Room7.jpg,NO,NO,NO
168,Hotel No 168,Rs 2500,Birgunj,2,"Bad: Not much. Good: For several years, a group of us has met for the SEMA SHOW. We have always come over a day early, and met for fun and dinner at your 777 Microbrewery. This time we were booked at MAIN STREET STATION as well.We'll be back, particularly since you didn't charge resort fees.",junior suite room,Room13.jpg,YES,YES,NO
169,Hotel No 169,Rs 3500, Pokhara,5,Bad: Check out was too slow. Good: Buffet was excellent,standard room,Room7.jpg,YES,YES,YES
170,Hotel No 170,Rs 2500,Lalitpur,2,"Bad: To be honest, nothing to complain about. Just too bad that there wasn't any free wifi in the rooms. Good: Considering that we only paid 88 dollars for 2 persons for 2 nights, this was great value for money. The hotel is located in the middle of Fremont Street, so you just step outside and you are in the middle of the action. Our room was on the 9th floor and we didn't hear any noise whatsoever. The room was maybe a bit old fashioned, but still offered everything you need. We were positively surprised that we had access to the pool and gym of the California hotel. We just needed to walk 2 mins to access their facilities. The gym was really good equipped for a hotel gym. Pool was really nice and quiet. Would definitely stay here again!",junior suite room,Room11.jpg,NO,NO,NO
171,Hotel No 171,Rs 1000,Lalitpur,3,Bad: This room is straight out of a horror film. Good: I like Fremont st,family room,Room10.jpg,YES,NO,YES
172,Hotel No 172,Rs 2500,Biratnagar,5,"Bad: nothing!. Good: buffet is excellant! room are clean, great view of mountains and saw fireworks in distance.",standard room,Room6.jpg,NO,YES,NO
173,Hotel No 173,Rs 1500,Lalitpur,3,Bad: access to parking. Good: the location,deluxe hotel room,Room9.jpg,YES,NO,NO
174,Hotel No 174,Rs 2500,Kathmandu,3,Bad: Very satisfied.,standard room,Room10.jpg,NO,NO,NO
175,Hotel No 175,Rs 3000,Lalitpur,3,"Bad: The place was falling apart, the tub was cracked and broken. the bathroom shelf was barely holding on. The bed was extremely tough to sleep on. Good: I liked that it was close to entertainment. The shower held a hot water temperature for a long time.",deluxe hotel room,Room4.jpg,NO,YES,NO
176,Hotel No 176,Rs 3000,Kathmandu,4,"Bad: Bathroom was small, noisy outside. Good: Location, beds, price",family room,Room1.jpg,NO,NO,YES
177,Hotel No 177,Rs 1500,Bharatpur,5,"Bad: The parking garage is so hard to find. I passed it at least two times trying to find it. You also can't self park, which is a hassle coming back from being out and about. You have to rush to gather all of your belongings, souvenirs, etc, because the entry bay to the garage will hold two cars at most. You can't dilly dally. Hope that makes sense. Only paid WiFi,which was a big bummer. The express snack bar/grill staff were very unfriendly. Every time I went to the buffet, the line to be seated was always sooo long. I never did end up eating there for that reason. Good: Near all of the Fremont Street Experience stuff.",standard deluxe,Room15.jpg,YES,NO,NO
178,Hotel No 178,Rs 3500, Pokhara,3,"Bad: The cleanliness wasn't the best. One of our towels and bed sheets had red stains on them which the staff informed us was rust, and not blood....upon arrival the toilet wouldn't flush as well. We got stuck in a smoking room even though we didn't book a smoking room. The noise was unbearable, and when combined with the smoke just added up to disaster. Good: Close to the public transportation systems. In the middle of downtown Las Vegas.",luxury suite,Room3.jpg,YES,NO,YES
179,Hotel No 179,Rs 1500,Lalitpur,5,Bad: smokey air out of elevators. Good: valet parking with security-,standard deluxe,Room13.jpg,YES,NO,NO
180,Hotel No 180,Rs 2000,Kathmandu,5,Bad: Not sure about deluxe room i was in. Good: Location,family room,Room8.jpg,YES,YES,YES
181,Hotel No 181,Rs 1000, Pokhara,3,Good: Close proximity to Freemont Street Experience.,junior suite room,Room7.jpg,NO,NO,YES
182,Hotel No 182,Rs 2500,Lalitpur,3,Bad: missed not having a pool or somewhere to sit out and read. we were next to the railway so the train was noisy but we got used to it. Good: loved the food. beds very comfortable. excellent value.,standard room,Room2.jpg,YES,YES,YES
183,Hotel No 183,Rs 3000, Pokhara,2,Bad: I lost roulette. Good: Buffet bb,junior suite room,Room9.jpg,NO,YES,NO
184,Hotel No 184,Rs 1500, Pokhara,3,"Bad: The bathroom needs to be upgraded. It is very worn, the brown wall paper was dirty and the paint on the sink counter was pealing off. was also disappointed the room did not have a coffee maker. I like to have a cup while I get dressed in the mornings. would have liked a non-smoking area in the casino. I am a non-smoker and I had to keep taking breaks and go outside for fresh air. Good: The Beds were great! The location was very good. The gentleman at the Registration desk was very helpful and friendly. And the Lady at the Keno lounge was nice too.",standard room,Room8.jpg,YES,NO,YES
185,Hotel No 185,Rs 1000,Biratnagar,3,"Bad: Not so quiet during the night, since it's really close to highway. Good: The beds were very confortable. The parking was for free, and the location close the Fremont street.",standard deluxe,Room9.jpg,NO,NO,NO
186,Hotel No 186,Rs 1000,Birgunj,3,"Bad: The beds were not too comfortable. Good: I really liked its location, and slot machines, the Paradise Buffet, and Duncan Donuts place within the Fremont Hotel.",standard room,Room1.jpg,YES,NO,NO
187,Hotel No 187,Rs 1500,Kathmandu,5,"Bad: The elevator to the parkade requires some maintenance - at least a wet mop to kill whatever is lurking on the floor!. Good: This resort hotel is amazing - the location in perfect, the rooms are huge, and absolutely spotless!",deluxe hotel room,Room1.jpg,YES,YES,NO
188,Hotel No 188,Rs 2000,Birgunj,3,Bad: Limited TV channels and no refrigerator or coffee making facility in room. Good: The free parking at the hotel was great and all the staff were very helpful and polite.,junior suite room,Room5.jpg,NO,YES,NO
189,Hotel No 189,Rs 1000,Kathmandu,2,Bad: Small restroom. Good: Clean room with a great view.,deluxe hotel room,Room13.jpg,NO,YES,NO
190,Hotel No 190,Rs 3000, Pokhara,4,Bad: Even though we got a non smoking room it still smelled like smoke. Good: Valet parking Duncan doughnut,deluxe hotel room,Room13.jpg,YES,NO,YES
191,Hotel No 191,Rs 3000,Bharatpur,5,"Bad: The hotel bathroom should be remodeled as the bathtub looks quite old. The drain gets clogged easily, and the basin tap handle looks like it is about to fall apart. No free WiFi. No fridge. And even no coffee-maker/kettle. Good: Good location with a few minutes walk to the Mob museum. The hotel is located in the heart of Fremont Experience. Both northbound and southbound bus stops are just beside the hotel building. Besides, the staffs are quite friendly. The buffet was satisfactory, and the price is cheap due to the 10 off for guests every meal.",family room,Room1.jpg,YES,YES,YES
192,Hotel No 192,Rs 1500,Lalitpur,3,Bad: It was hard to get into the parking area because of traffic (an event was going on) no coffee pot in the room. I like to sit and drink coffee for and hour or so before doing anything for the day. I'm not paying 3.00 per cup of coffee. Other than that it was ok. Good: It was a beautiful hotal,standard room,Room11.jpg,YES,NO,NO
193,Hotel No 193,Rs 3500,Birgunj,3,Bad: Nothing. Good: Location on Fremont,standard room,Room2.jpg,NO,YES,YES
